BDD;ARK;ISNI;Label_categ;Prenoms;Nom;Sexe;RoleName;GenName;Surnoms;Annee_naissance;ID_Ville_naissance;Ville_naissance;Annee_mort;ID_Ville_mort;Ville_mort;Portraits;Confession;Formation;Professions;Oeuvre;Milieux_reseaux;Contacts_artistes;Fortune_critique;Publications;Citations;Bibliographie;Webographie;Notes;Commentaires
PERS0433;ark:/12148/cb15328430r;0000000083609065;LIBR;Jean;Le Clerc;;;;;1560/08;;;1621;;;;;;"Libraire ; éditeur, imprimeur et marchand d'estampes et de cartes. - Fils du libraire, marchand et imprimeur d'estampes parisien Jean III Le Clerc ; frère aîné de l'imprimeur-libraire David Le Clerc. Baptisé le 16 août 1560. Filleul du graveur parisien François Desprez et du peintre Jérôme Bollery. En activité dès 1587. Pendant la Ligue, entre 1590 et 1594, il séjourne à Tours, où il travaille pour l'imprimeur-libraire Maurice Bouguereau. Poursuit la tradition familiale de l'image gravée, associée à la typographie, et introduit la nouvelle technique de la taille-douce, venue des Flandres. Le 19 juin 1602, il passe une convention avec les graveurs sur cuivre Thomas de Leu et Jacques Granthomme au sujet de l'application d'une sentence du prévôt de Paris pour la réglementation de leur métier, à laquelle ont adhéré Léonard Gaultier, Gabriel Tavernier et d'autres graveurs. Le 15 juillet 1608, associé à Thomas de Leu, il gagne un procès contre Claude Dubreuil au sujet de la liberté d'imprimer les almanachs. Le 20 déc. 1619, il obtient un privilège de six ans pour ""graver les cartes des provinces de France et les portraits des patriarches et princes du peuple hébreu avec l'histoire chronologique"". De 1613 à 1621, il exerce la charge de quartenier. Teste le  31 août 1621. Décédé avant le 5 oct. 1621. Sa veuve Frémine Ricard (ou : Richard) et son fils Jean V Le Clerc lui succèdent";;;;;;;;;;
PERS0425;ark:/12148/cb12307535p;0000000139015734;LIBR;Jean de;Heuqueville;;;;;15..;;;1629/11/17;;;;;;Libraire. - Fils du libraire Jean I de Heuqueville. Par sentence du prévôt de Paris, il est contraint en mai 1601 de rentrer dans le périmètre universitaire qu'il avait quitté;;;;;;;;;;
PERS0401;ark:/12148/cb10300465c;0000000110319603;AUT;Jérôme;Bignon;;Inversion nom-prénom??;;;1589;;;1656;;;;;;A aussi écrit en latin et traduit du latin en français|Magistrat. - Historien et philologue. - Bibliothécaire du Roi;;;;;;;;;;
PERS0358;ark:/12148/cb14952804c;0000000116143776;LIBR;François;Jollain;;;;;1641;;;1704/04/18;;;;;;"Graveur, éditeur et marchand d'estampes et de cartes ; également libraire. - Fils de l'éditeur et marchand d'estampes parisien Gérard I Jollain. Également commissaire des pauvres, marguillier de la paroisse de Saint-Benoît et contrôleur juré mouleur de bois. En 1687, porteur de la châsse de Sainte-Geneviève. Reçu libraire le 30 juin 1702. Frère aîné de François-Gérard Jollain, également graveur et marchand d'estampes parisien. Décédé à Paris en avril 1704 ; sa veuve puis son fils, Gérard II Jollain, lui succèdent";;;;;;;;;;
PERS0466;ark:/12148/cb12300615n;0000000121416783;LIBR;Thomas;Jolly;;;;;16..;;;1694?;;;;;;"Libraire. - En apprentissage de libraire-relieur à Paris à partir d'oct. 1639 chez Roland Touzard puis chez Jean Branchu et sa veuve (jusqu'en déc. 1647) ; reçu libraire en fév. 1648. Gendre du libraire Jacques Dallin. Semble avoir d'abord travaillé avec Augustin Courbé dont il rachètera plus de la moitié du fonds en 1662-1663. Très endetté dès 1672, il fait faillite en déc. 1674. Semble avoir continué à publier jusque vers 1688. Encore en activité en 1690-1694. Mort avant sept. 1695 (veuve attestée)|A travaillé en association avec son beau-frère Simon I Bénard";;;;;;;;;;
PERS0402;ark:/12148/cb10547045h;0000000460213542;AUT;Joseph;Filère;;;;;1587/08/11;2996944;Lyon (Rhône);1658/08/29;2996944;Lyon (Rhône);;;;Avocat et docteur en droit. - Jésuite;;;;;;;;;;
PERS0428;ark:/12148/cb12230322j;000000007023767X;LIBR;Joseph;Bouillerot;;;;;15..;;;16..;;;;;;Reçu maître en 1614, il exerce dès 1613. Encore en activité en 1627;;;;;;;;;;
PERS0205;ark:/12148/cb15569976v;0000000002327155;LIBR;Timothée;Jouan;;;;;15..;;;160.?;;;;;;De confession calviniste. Beau-frère des libraires parisiens Jacob Gentil et Guillaume Le Noir. Réfugié et attesté en activité dès 1591 à La Rochelle (attesté en 1593 dans la correspondance de l'officine Plantin-Moretus d'Anvers);;;;;;;;;;
PERS0388;ark:/12148/cb102428679;0000000004460582;EDIT;Charles;Jouanny;;;;;18..;;;19..;;;;;;A édité les lettres de Nicolas Poussin d'après les manuscrits autographes de la Bibliothèque de l'Institut;;;;;;;;;;
PERS0274;ark:/12148/cb125210646;0000000121194770;EDIT;Damase;Jouaust;;;;;1834/04/25;2988507;Paris (France);1893/03/26;2988507;Paris (France);;;;Imprimeur et éditeur. - Érudit et collectionneur;;;;;;;;;;
PERS0369;ark:/12148/cb12731869p;0000000008133036;AUT;Henry;Jouin;;;;;1841/01/30;3037656;Angers (Maine-et-Loire);1913/08/11;3013433;Hermanville-sur-Mer (Calvados);;;;Écrivain et critique d'art. - Archiviste de la commission de l'Inventaire général des richesses de la France (1874);;;;;;;;;;
PERS0229;ark:/12148/cb14459686t;0000000001302730;AUT;François;Joulet de Châtillon;;;;;1550;;;1627/09/30;;;;;;Prêtre. - Aumônier puis prédicateur du roi. - Fondateur de l'Hospice des Incurables;;;;;;;;;;
PERS0196;ark:/12148/cb13012143t;0000000122591815;AUT;Mathurin;Jousse;;;;;1575?;2982076;La Flèche (Sarthe);1645;2982076;La Flèche (Sarthe);;;;Serrurier puis architecte. - Dessinateur et graveur;;;;;;;;;;
PERS0015;ark:/12148/cb122392275;0000000112366593;LIBR;Nicolas;Julliéron;;;;;15..;;;1628/11;;;;;;"Imprimeur-libraire ; imprimeur ordinaire du Roi. - Fils aîné de l'imprimeur-libraire lyonnais Guichard I Julliéron. Mort de la peste en nov. 1628";;;;;;;;;;
PERS0103;ark:/12148/cb12239228h;0000000064046834;LIBR;François;Julliot;;;;;15..;;;163.;;;;;;"Autre(s) graphie(s) : Juilliet ; Juilliot. - En exercice dès 1597, il n'est reçu maître qu'en 1606. Imprimeur du cardinal de Retz, évêque de Paris, avant 1618, puis imprimeur ordinaire de l'archevêché de Paris. Encore en activité en 1632. Décédé avant mars 1634, date de réception de son gendre et successeur Pierre I Targa";;;;;;;;;;
PERS0188;;;LIBR;;Kerver;;Veuve de Jacques I Kerver;;;;;;;;;;;;;;;;;;;;;;
PERS0006;ark:/12148/cb123856145;0000000120957190;LIBR;Abel;L'Angelier;;;;;1553?;;;1610/01/19;;;;;;"Autre(s) graphie(s) : Langellier. - Libraire ; libraire juré de l'université [de Paris] (1584). - Fils du libraire parisien Arnoul L'Angelier et frère utérin de Lucas II Breyer. Épouse en oct. 1573 Françoise de Louvain, veuve du libraire parisien Pierre Du Pré ; dit alors âgé de 20 ans. Membre de la Compagnie de la Grand-Navire à partir de 1599. Décédé en janv. 1610 ; sa veuve Françoise de Louvain lui succède";;;;;;;;;;
PERS0443;;;LIBR;D. de;L'Épinière;;;;;;;;;;;;;;;;;;;;;;;;
PERS0286;ark:/12148/cb12082979b;0000000110622215;AUT;Jean-Baptiste;L'Hermite de Soliers;;;;;16..;;;1670?;;;;;;Historien, généalogiste;;;;;;;;;;
PERS0288;ark:/12148/cb120266944;0000000081130325;AUT;Jean de;La Ceppède;;;;;1550?;2995469;Marseille (Bouches-du-Rhône);1623/07/21;3035681;Avignon (Vaucluse);;;;Poète. - Conseiller au Parlement d'Aix, puis premier président à la Chambre des comptes de Provence. - Seigneur d'Aigalades;;;;;;;;;;
PERS0017;ark:/12148/cb122297020;0000000123748060;LIBR;Nicolas de;La Coste;;;;;15..;;;1666?;;;;;;"Imprimeur-libraire. - Entré en apprentissage en janv. 1606. Libraire (12 oct. 1628) reçu imprimeur en 1630. En activité jusqu'en 1666 ; veuve attestée à cette date. Auteur de traductions de l'espagnol";;;;;;;;;;
PERS0018;ark:/12148/cb12229701n;0000000117511956;LIBR;Jean de;La Coste;;;;;159.;;;1671;;;;;;Imprimeur-libraire. - Entré en apprentissage en déc. 1608. Reçu maître le 24 oct. 1630. Décédé auprès de son fils Jean, imprimeur-libraire à Lisbonne sous le nom de João Da Costa;;;;;;;;;;
PERS0114;ark:/12148/cb17162335h;;LIBR;Pierre de;La Court;;;;;15..;;;165.?;;;;;;"Autre(s) graphie(s) : Delacourt ; Lacour. - Variante(s) de prénom : Petrus. - Imprimeur de monseigneur le (ou : l'illustrissime et révérendissime) cardinal de Sourdis (, archevêque de Bordeaux et primat d'Aquitaine) ; imprimeur (ordinaire) de monseigneur l'(illustrissime et révérendissime) archevêque de Bordeaux (et primat d'Aquitaine) ; imprimeur de la ville de Bordeaux (1641 ou 1642). - Originaire de Saint-Eugène (Charente-Maritime). Travaille probablement chez l'imprimeur-libraire de Bordeaux François Budier, dont il épouse la fille Barbe en juillet 1606. Employé en qualité de compagnon dans l'atelier de l'imprimeur-libraire bordelais Simon Millanges à la suite d'un différend avec son beau-père, en déc. 1606. Exerce alors peut-être la librairie. Reçu maître avant août 1610 (date du baptême de sa fille Anne), il ne paraît pas avoir publié sous son nom avant 1615. Réimprime la ""Gazette"" à Bordeaux de 1639 à 1641. Emploie le matériel typographique et la marque de l'imprimeur-libraire de Bordeaux Gilbert Vernoy (158.?-164.?). Sa dernière impression connue est datée 1656. Vraisemblablement décédé peu après. Son fils Guillaume de La Court (1608-1683), qui exerce dès les années 1640, lui succède";;;;;;;;;;
PERS0251;ark:/12148/cb12416621d;0000000066312753;AUT;Louis de;La Forge;;;;;1632;2982076;La Flèche (Sarthe);1666;2975758;Saumur (Maine-et-Loire);;;;Philosophe cartésien. - Docteur en médecine. - Prénoms complets : Louis, François;;;;;;;;;;
PERS0452;ark:/12148/cb12229703b;0000000110423283;LIBR;Rolin de;La Haye;;;;;16..;;;16..;;;;;;En apprentissage à partir de juillet 1625. Reçu maître le 16 nov. 1634. Par sentence du 27 fév. 1671, il lui est défendu de servir de prête-nom à des compagnons tenant boutique;;;;;;;;;;
PERS0016;ark:/12148/cb12068202v;0000000108666681;AUT;François de;La Mothe Le Vayer;;;;;1588/08/01;2988507;Paris (France);1672/05/09;2988507;Paris (France);;;;Écrivain et philosophe. - Membre de l'Institut, Académie française (élu en 1639). - Père de François de La Mothe Le Vayer (1629-1664);;;;;;;;;;
PERS0123;ark:/12148/cb12239250p;0000000054835661;LIBR;Guillaume de;La Noue;;;;;1546;;;1601/08/18;;;;;;"Libraire et éditeur d'estampes ; libraire juré de l'université [de Paris] (1572). - Membre de la Compagnie des usages fondée en 1582. Décédé le 18 août 1601. Sa veuve Marie Hubert lui succède. Père du libraire Denis de La Nouë ; beau-père du libraire Charles I Chastelain";;;;;;;;;;
PERS0316;ark:/12148/cb12166224v;0000000083558413;AUT;Barthélemy de;Laffemas;;;;;1545;3034044;Beausemblant (Drôme);1612?;2988507;Paris (France);;;;Nommé contrôleur général du commerce (en 1602). - Auteur d' ouvrages sur l' économie et les finances. - Mort le 4 mars 1623 selon Cioranescu;;;;;;;;;;
PERS0295;ark:/12148/cb124250880;0000000108565258;EDIT;Ludovic;Lalanne;;;;;1815/04/23;2988507;Paris (France);1898/05/16;2988507;Paris (France);;;;Archiviste-paléographe, bibliothécaire de l'Institut. - Historien et littérateur;;;;;;;;;;
PERS0022;ark:/12148/cb12229709d;0000000036214706;EDIT;Florentin;Lambert;;;;;16..;;;1693;;;;;;Imprimeur-libraire. - En apprentissage à partir de 1633. Reçu maître le 30 mars 1645. Décédé entre le 15 avril 1693 (mort de sa femme) et janv. 1694;;;;;;;;;;
PERS0020;ark:/12148/cb12465054h;0000000010891610;AUT;Claude;Lancelot;;;;;1615?;2988507;Paris (France);1695/04/15;2984699;Quimperlé (Finisterre);;;;"Fondateur des ""Petites écoles de Port Royal"" (avant 1660). - Ecclésiastique à l'abbaye de Saint-Cyran (en 1673) et à l'abbaye de Quimperlé (en 1680)";;;;;;;;;;
PERS0361;ark:/12148/cb14640246f;0000000121330525;LIBR;Nicolas;Langlois;;;;;1640/04;;;1703;;;;;;"Libraire, graveur, éditeur et marchand d'estampes et de cartes. - Fils du libraire et marchand d'estampes parisien François Langlois dit Chartres ; baptisé le 29 avril 1640 à Paris. Reçu maître dès le 29 juillet 1655, à la condition de ne pas établir d'association avec Pierre II Mariette, second mari de sa mère Madeleine de Collemont, veuve de François Langlois. À la mort de sa mère (1664), il hérite cependant d'une partie du fonds de son père. Éditeur notamment d'almanachs muraux gravés en taille-douce. En juin 1679, les scellés sont apposés chez lui pour cause de contrefaçon d'une planche de l'hôtel des Invalides protégée par un privilège ; il n'obtiendra mainlevée qu'en mai 1685. Aurait été reçu imprimeur en 1686. Père du libraire et éditeur d'estampes Nicolas II Langlois (1670?-1707), qui lui succédera à la même adresse. Décédé peu avant le 1er avril 1703";;;;;;;;;;
PERS0396;ark:/12148/cb12230720z;0000000121179650;EDIT;Jacques;Langlois;;;;;1604/09/19;;;1678/08/02;;;;;;"Variante(s) de prénom : Giacomo. - Imprimeur-libraire ; fondeur de caractères ; imprimeur (ordinaire) du Roi (1649). - Deuxième fils de l'imprimeur-libraire parisien Denis I Langlois. Établi dès 1629 ou peu avant, il n'est reçu maître qu'en mai 1633. Gendre (juin 1644) de l'imprimeur-libraire Joseph Guerreau. Décédé à Paris en août 1678. Sa veuve Anne Guerreau lui succède";;;;;;;;;;
PERS0192;ark:/12148/cb14516687s;0000000108137106;LIBR;François;Langlois, dit Ciartres;;;;;1588/05;;;1647/01/13;;;;;;"Graveur, libraire, éditeur et marchand d'estampes ; peintre. - Baptisé le 12 mai 1588 à Chartres. Apprenti à Paris chez le libraire Pierre-Louis Febvrier entre 1610 et 1614. Fait d'abord commerce de tableaux (attesté en 1624). Voyage en Italie, en Espagne, en Angleterre et aux Pays-Bas. Collectionneur d'estampes, notamment pour le comte d'Arundel. Lié à Antoine Van Dyck, Claude Vignon, Stefano Della Bella entre autres. Installe ses presses dès 1629 mais est reçu seulement libraire le 26 oct. 1634. Éditeur du graveur Abraham Bosse. Reprend le bail du défunt libraire François Fouet le 23 janv. 1637. Inventaire après décès le 22 avril 1655, lors du remariage de sa veuve Madeleine de Collemont avec Pierre II Mariette";;;;;;;;;;
PERS0059;;;LIBR;Jean I de;Laon;;;;;;;;;;;;;;;;;;;;;;;;
PERS0184;ark:/12148/cb12230725p;0000000112258867;LIBR;Jean;Laquehay;;;;;15..;;;1650/01/10;;;;;;Imprimeur-libraire. - Figure en juin 1599 dans une association de compagnons parisiens. Reçu maître avant août 1611. En juin 1641, Guillaume Sassier dirige son imprimerie. Se retire avant 1644. Sépulture le 10 janv. 1650 à Paris;;;;;;;;;;
PERS0292;ark:/12148/cb12196132t;0000000116038394;AUT;Pierre de;Laudun d'Aigaliers;;;;;1575;;;1629;;;;;;Poète et théoricien, disciple indépendant de Ronsard et de la Pléiade. - Auteur de tragédies;;;;;;;;;;
PERS0370;ark:/12148/cb17064848j;0000000459690392;LIBR;Henri;Laurens;;;;;1861/03/11;2988507;Paris (France);1933/11/25;2988507;Paris (France);;;;Éditeur. - A cédé sa maison à Jean Bonnafous (en 1922). - Chevalier de la Légion d'honneur;;;;;;;;;;
PERS0430;ark:/12148/cb12230805b;0000000121373103;LIBR;Laurent;Maurry;;;;;160.;;;1670;;;;;;"Imprimeur-libraire ; imprimeur ordinaire de l'archevêché [de Rouen] (1632). - Fils du libraire de Rouen Laurent I Maurry (15..-1652). Reçu maître vers 1629. Gendre en premières noces (déc. 1629) du libraire rouennais Jacques I Besongne. En 1631, il utilise un matériel ornemental hérité de Raphaël et David Du Petit Val, aux initiales ""RDPV"". Par la suite, ses vignettes, bandeaux ou culs-de-lampe gravés sur bois portent souvent ses propres initiales ""LM"" ou ""M"". Travaille fréquemment pour les libraires du Palais à Paris ; imprimeur notamment des frères Pierre et Thomas Corneille. A publié parfois sous la raison : ""Ex typis archiepiscopalibus"". Décédé peu après le 24 mai 1670 ; veuve et héritiers attestés en 1670";;;;;;;;;;
PERS0107;ark:/12148/cb11991305h;0000000061373290;AUT;Antoine de;Laval;;;;;1550/10/24;3022603;Crémeaux (Loire);1631;2991481;Moulins (Allier);;;;Sieur de Belair. - Maître des eaux et forêts de Bourbonnais;;;;;;;;;;
PERS0359;ark:/12148/cb12239262p;0000000367183633;LIBR;Guillaume;Le Bé;;;;;1610?;;;1685/09/09;;;;;;"Imprimeur-libraire ; fondeur de caractères ; graveur et marchand d'estampes. - Fils et successeur de l'imprimeur-libraire et fondeur parisien Guillaume II Le Bé. Membre de la Compagnie de la Grand-Navire (après 1643) et de la Compagnie des usages réformés. Décédé en sept. 1685. Sa veuve lui succède";;;;;;;;;;
PERS0214;ark:/12148/cb13484185c;0000000000505907;AUT;Richard;Le Blanc;;;;;1510?;;;1580?;;;;;;A traduit du latin et du grec ancien en français moyen;;;;;;;;;;
PERS0367;ark:/12148/cb17919158n;0000000355423943;AUT;Marin;Le Bourgeois;;;;;15..;;;1634;2998150;Lisieux (Calvados);;;;Peintre au service des rois Henri IV et Louis XIII. - Ingénieur, concepteur d'armes, graveur, doreur, décorateur;;;;;;;;;;
PERS0368;ark:/12148/cb120282726;0000000121016536;AUT;Charles;Le Brun;;;;;1619/02/24;2988507;Paris (France);1690/02/12;2988507;Paris (France);;;;Peintre, graveur, décorateur. - L'Académie royale de peinture et de sculpture est fondée à son instigation ainsi que l'Académie de France à Rome et il concourt à la création de la manufacture des Gobelins. - Fils de Nicolas I Le Brun, frère de Gabriel et Nicolas II Le Brun. - Elève de Fr. Perrier  puis de Simon Vouet;;;;;;;;;;
PERS0173;ark:/12148/cb16715899q;0000000007094418;LIBR;Rolet;Le Duc;;;;;161.?;;;16..;;;;;;"Variante(s) de prénom : Roletus ; Rollet. - En apprentissage chez le libraire parisien Rolet Boutonné à partir du 16 août 1628. Reçu maître le 24 nov. 1643. Publie en particulier la réédition en 1644 de l'""Advis pour dresser une bibliotheque"" de Gabriel Naudé et les œuvres du père Louis Jacob de Saint-Charles (1608-1670), notamment le ""Traicté des plus belles bibliotheques..."" (1644), la ""Bibliographia Parisina..."" et la ""Bibliographia Gallica universalis..."" à partir de 1645";;;;;;;;;;
PERS0248;ark:/12148/cb12230736b;0000000365388440;LIBR;Henri;Le Gras;;;;;159.?;;;1662/04;;;;;;Libraire. - Entré en apprentissage de libraire pour 6 ans en juillet 1613. Reçu maître le 25 oct. 1629. Inventaire après décès le 27 avril 1662;;;;;;;;;;
PERS0252;ark:/12148/cb12353904k;0000000109040306;LIBR;Nicolas;Le Gras;;;;;1633?;;;1719/12;;;;;;"Libraire. - Deuxième fils du libraire parisien Henri Le Gras. Reçu maître le 19 oct. 1656. Dit âgé de 68 ans lors de l'enquête de nov.-déc. 1701. Gendre de l'imprimeur-libraire Michel Bobin et beau-père des imprimeurs-libraires Florentin Delaulne et Nicolas Gosselin ; beau-frère du libraire Jérôme Bobin. Sépulture le 17 déc. 1719 à Paris. Sa veuve lui succède";;;;;;;;;;
PERS0225;ark:/12148/cb10441834f;;LIBR;Claude;Le Groult;;;;;;;;;;;;;;;;;;;;;;;;
PERS0438;ark:/12148/cb11912343n;0000000122830353;AUT;Isaac-Louis;Le Maistre de Sacy;;;;;1613/03/29;2988507;Paris (France);1684/01/04;2986370;Pomponne (Seine-et-Marne);;;;Prêtre catholique (ordonné en 1650). - Maître d'œuvre d'une traduction de la Vulgate (élaborée de 1657 à 1700). - Aumônier de l'abbaye de Port-Royal-des-Champs. - Frère d'Antoine Le Maistre (1608-1658);;;;;;;;;;
PERS0315;;;LIBR;Félix;Le Mangnier;;;;;;;;;;;;;;;;;;;;;;;;
PERS0171;ark:/12148/cb12239273b;0000000001690411;LIBR;Jean;Le Mire;;;;;16..;;;1667/03/29;;;;;;Libraire-relieur. - En apprentissage de relieur à Paris de sept. 1622 à 1628. Reçu maître le 19 sept. 1630. Gendre en secondes noces (avant 1654) du libraire Martin Durand. Décédé à Paris en mars 1667. Sa veuve Philippes Durand lui succède;;;;;;;;;;
PERS0078;ark:/12148/cb125177511;0000000121357955;AUT;Pierre;Le Moyne;;;;;1602/03/05;;;1671/08/22;;;;;;Jésuite. - Prédicateur et théologien. - Poète. - A été professeur;;;;;;;;;;
PERS0436;ark:/12148/cb10744519z;;AUT;Le Père;Vincent;;;;;;;;;;;;;;;;;;;;;;;;
PERS0002;ark:/12148/cb123043075;0000000122796968;LIBR;Pierre;Le Petit;;;;;1617?;;;1686/09/25;;;;;;"Imprimeur-libraire ; imprimeur-libraire de l'Académie française (1643) ; imprimeur (et) libraire ordinaire du Roi (1647). - Reçu maître le 20 mars 1642. Gendre (nov. 1643) de l'imprimeur-libraire parisien Jean Camusat. Dévoué à Port-Royal et au parti janséniste, il est poursuivi en 1658-1660 pour avoir publié des libelles ""impies et séditieux contre l'honneur de Dieu, le service du Roi et le repos de l'État"". Souvent victime de contrefaçons provinciales, il intente de nombreux procès. Ayant perdu un grand nombre de ses ouvrages entreposés au collège de Montaigu lors d'un incendie (21 mars 1675), il obtient la continuation de tous ses privilèges pour 50 ans (arrêt du Conseil du 3 août 1675). En déc. 1677, vend une de ses presses afin qu'elle soit expédiée aux missionnaires du royaume du Siam. Dit âgé de 69 ans lors de son décès (sept. 1686). Ses successeurs, notamment Jean II Villette pour la librairie, ont publié sous son nom jusque vers 1693";;;;;;;;;;
PERS0010;ark:/12148/cb12255993b;0000000109088641;LIBR;Arnout;Leers;;;;;1643/10;;;1701/06;;;;;;"Autre(s) graphie(s) : Leers de jonge ; Leers junior. - Variante(s) de prénom : Aarnout ; Aernout ; Arnold ; Arnoud ; Arnoux. - Imprimeur-libraire ; imprimeur ordinaire du ""Raad van State"". - Fils du libraire de Rotterdam Arnout I Leers. Succède à Johannes Steucker. En 1685, il est nommé ""kamerbewaarder"" des États de Hollande et des États généraux. En 1686-1687, il vend sa maison et son fonds. Travaille encore une dizaine d'années comme éditeur. - A imprimé sous de fausses adresses et sous divers pseudonymes : ""Cologne, chez Pierre Du Marteau"", ""Pierre ab Egmont"", ""P. de La Place"" ; ""Bruxelles, chez Jean Le Petit"" ; ""Amsterdam, chez Joannes Janssonius a Waesberge"" ; peut-être ""Duisbourg"", sans indication de nom. - À partir de 1683, publie quelques ouvrages à Rotterdam en association avec son frère puîné Reinier Leers. Un ouvrage portant leurs deux noms paraît en 1702";;;;;;;;;;
PERS0011;ark:/12148/cb14405884p;0000000108710486;LIBR;Reinier;Leers;;;;;1654/11/17;;;1714/11/14;;;;;;"Imprimeur-libraire. - Deuxième fils du libraire Arnout I Leers, à qui il succède à sa mort en 1673. A aussi publié sous les fausses adresses de ""Cologne, héritiers de Balthazar d'Egmond"", ""Pierre Marteau"" et ""Nicolas Schouten"" ; ""Deventer, héritiers de Jean Colombius"" ; ""Édimbourg, Joannes Calderwood"" ; ""Emmerich, veuve de Renoüard Varius"" ; ""Francfort-sur-le-Main et Utrecht, Frédéric Arnaud"". A également rédigé des catalogues de sa librairie entre 1691 et 1708. Des éditions paraissent faussement sous son nom jusqu'en 1730. En relation avec la Bibliothèque du Roi à Paris. Revend en 1709 sa librairie aux libraires allemands Caspar Fritsch et Michaël Böhm, et assume ensuite plusieurs missions diplomatiques. Décédé à Paris le 14 nov. 1714, inhumé à Rotterdam le 1er fév. 1715";;;;;;;;;;
PERS0469;ark:/12148/cb11912327d;0000000117769981;AUT;Jean;Lemaire de Belges;;;;;1473;3034514;Bavay [Belges] (Belgique);1524?;;;;;;Poète et chroniqueur. - Clerc des finances du roi de France et du duc de Bourbon, puis de Marguerite d'Autriche;;;;;;;;;;
PERS0393;ark:/12148/cb13092608b;0000000371200897;AUT;Philostrate de;Lemnos;;;;;190?;258293;Lemnos;02..;;;;;;"Sophiste. - Fils de Nervianus et gendre de Philostrate l'Athénien. - Auteur de la première partie des ""Tableaux"" (""Imagines"", 'Eikónes"", continués par son petit-fils, Philostratus Sophistes, du 3e-4e s.";;;;;;;;;;
PERS0421;ark:/12148/cb17745046p;;LIBR;Léon;Savine;;;;;15..;;;16..;;;;;;Peut-être apparenté à Jean Savine, imprimeur à Sens puis à Nancy. Attesté en activité à Lyon de 1608 à 1623;;;;;;;;;;
PERS0312;ark:/12148/cb15240618r;0000000068787031;LIBR;Ernest;Leroux;;;;;1845/02/13;;;1917/05/21;;;;;;"Editeur. - Expert en ventes publiques pour les livres anciens d'Extrême Orient et les estampes japonaises. - A fondé la ""Librairie Ernest Leroux"" au 28 rue Bonaparte. - L'entreprise est rachetée en 1934 par les Presses Universitaires de France";;;;;;;;;;
PERS0318;ark:/12148/cb12510821p;0000000121003081;AUT;Louis de;Lesclache;;;;;1620?;;;1671/08/17;2996944;Lyon (Rhône);;;;Homme de lettres et philosophe. - Professeur de grammaire et de philosophie. - Imprimeur-libraire;;;;;;;;;;
PERS0061;ark:/12148/cb15756502m;0000000369310675;LIBR;Jean;Lesnier;;;;;16..?;;;1658/12/30;;;;;;Imprimeur-libraire. - De confession calviniste. Peut-être fils de Jean Lesnier, un des régents de l'Académie protestante de Saumur (décédé en 1612). Gendre (juin 1628) du libraire Claude Girard. Décédé à Saumur le 30 déc. 1658. Son fils Jean II Lesnier lui succède;;;;;;;;;;
PERS0349;ark:/12148/cb16940720x;;LIBR;Alphonse;Levavasseur;;;;;1801/01/04;;;18..;;;;;;"Libraire-éditeur ; commissionnaire en librairie. - Fils d'un employé à la préfecture de la Seine, il est en 1827 premier commis à la librairie de Jean-Jacques Blaise à Paris. Rachète le 15 avril 1828 pour 100 000 francs le fonds de romans d'Ulfrand Ponthieu, avec lequel il travaille en association de 1827 à 1829 et auquel il succède (se qualifiant alors ""successeur de Ponthieu et compagnie""). Breveté libraire le 26 mars 1829 en remplacement de François-Joseph-Xavier Miller, qui se démet en sa faveur. Participe en sept. 1829 au projet du ""Cercle des libraires"". S'associe en 1829 au libraire Urbain Canel, avec qui il publie de nombreux écrivains en vogue : Musset, Vigny, Balzac, Stendhal... Après une première faillite, il bénéficie, en vertu de la loi du 17 oct. 1830, d'un prêt de 40 000 fr. Deuxième déclaration de faillite le 10 fév. 1832. Directeur-gérant en 1837-1838 de la revue ""L'Afrique française : revue coloniale..."" Troisième déclaration de faillite le 26 fév. 1839. N'exerce plus après 1845, devenant alors, selon E. Werdet, ""représentant d'une manufacture dans une ville du Midi""";;;;;;;;;;
PERS0478;ark:/12148/cb12120001c;0000000081325405;AUT;Claude de;Lingendes;;;;;1591/09/02;;;1660/04/12;;;;;;A aussi écrit en latin|Jésuite. - Recteur de Tours et de Moulins. - Préposé de la maison professe de Paris;;;;;;;;;;
PERS0373;ark:/12148/cb12358011k;0000000121427781;AUT;Giovanni Paolo;Lomazzo;;;;;1538/04/26;;;1600/02/13;;;;;;Historien d'art. - Poète, président de l'Accademia di Val di Blenio sous le nom de Zavargna;;;;;;;;;;
PERS0037;ark:/12148/cb130108825;;AUT;Louis-Henri de;Loménie;;comte de Brienne;;;1635;2988507;Paris;1698/04/17;3026268;Château-Landon (Seine-et-Marne);;;;A aussi écrit en latin;;;;;;;;;;
PERS0080;ark:/12148/cb10728244w;;AUT;Bertrand de;Loque;;;;;15..;;;16..;;;;;;A aussi écrit en latin;;;;;;;;;;
PERS0451;ark:/12148/cb12088326j;0000000391629279;AUT;J.-C. de;Lorme;;;;;16..;;;16..;;;;;;Auteur de mazarinades. - Actif en 1649;;;;;;;;;;
